date,price,MACD,RSI,BVOL_Index,BB_upper,BB_lower,EMA_20,EMA_50,SMA
2020-03-18,5238.44,0.0,21.87,,10728.85,-7390.85,5238.44,5238.44,6955.01
2020-03-17,5225.63,-1.02,21.61,1.78,10799.79,-7568.15,5237.22,5237.94,7191.63
2020-03-16,5014.48,-18.65,22.48,1.78,10827.24,-7747.9,5216.01,5229.17,7434.57
2020-03-15,5392.31,-2.12,24.02,1.77,10836.03,-7964.26,5232.8,5235.57,7671.1
2020-03-14,5200.37,-4.45,21.02,1.76,10871.96,-8177.15,5229.71,5234.19,7884.91
2020-03-13,5563.71,22.76,22.65,1.75,10822.58,-8413.36,5261.52,5247.11,8116.39
2020-03-12,4970.79,-3.48,12.46,1.75,10679.09,-8618.33,5233.83,5236.28,8331.11
2020-03-11,7911.43,210.58,24.3,1.68,10059.05,-8854.12,5488.84,5341.19,8587.75
2020-03-10,7909.73,375.76,21.83,0.57,10102.69,-8938.97,5719.4,5441.91,8683.11
2020-03-09,7923.64,502.0,20.05,0.57,10121.27,-9025.15,5929.33,5539.24,8799.14
2020-03-08,8108.12,609.9,26.83,0.59,10211.64,-9136.07,6136.83,5639.98,8932.53
2020-03-07,8909.95,751.45,35.12,0.58,10201.41,-9215.17,6400.94,5768.21,9036.2
2020-03-06,9122.55,870.75,40.41,0.49,10291.54,-9266.4,6660.14,5899.75,9087.96
2020-03-05,9078.76,950.8,39.49,0.49,10364.03,-9304.74,6890.48,6024.42,9120.36
2020-03-04,8755.25,976.88,24.1,0.52,10510.51,-9366.41,7068.08,6131.51,9157.34
2020-03-03,8787.79,988.77,35.37,0.5,10605.26,-9439.36,7231.86,6235.68,9249.79
2020-03-02,8869.67,993.35,34.15,0.5,10703.94,-9516.28,7387.84,6338.97,9309.94
2020-03-01,8562.45,961.11,27.85,0.5,10768.31,-9583.2,7499.71,6426.17,9380.93
2020-02-29,8599.51,927.86,24.66,0.48,10735.67,-9647.91,7604.45,6511.4,9469.39
2020-02-28,8672.46,897.05,27.32,0.49,10710.61,-9723.77,7706.17,6596.14,9583.56
2020-02-27,8784.49,871.63,27.37,0.49,10638.03,-9783.4,7808.87,6681.96,9686.36
2020-02-26,8820.52,844.65,29.78,0.49,10547.83,-9833.98,7905.21,6765.83,9789.13
2020-02-25,9341.71,855.46,41.95,0.52,10415.11,-9879.44,8042.02,6866.84,9881.64
2020-02-24,9650.17,878.79,42.6,0.49,10383.11,-9893.03,8195.18,6975.99,9915.97
2020-02-23,9924.52,908.94,51.22,0.48,10445.93,-9869.57,8359.88,7091.62,9947.07
2020-02-22,9663.18,901.36,47.8,0.47,10468.28,-9838.02,8484.0,7192.47,9943.11
2020-02-21,9686.44,887.0,49.4,0.47,10486.17,-9822.07,8598.52,7290.27,9951.96
2020-02-20,9608.48,859.42,49.89,0.48,10496.62,-9807.4,8694.71,7381.18,9954.85
2020-02-19,9633.39,830.01,55.76,0.48,10508.6,-9794.5,8784.11,7469.5,9955.18
2020-02-18,10142.0,838.08,63.86,0.48,10510.41,-9788.28,8913.43,7574.31,9925.02
2020-02-17,9690.14,798.81,55.9,0.44,10478.31,-9747.01,8987.4,7657.28,9868.45
2020-02-16,9934.43,778.42,60.65,0.43,10481.91,-9730.43,9077.59,7746.58,9845.4
2020-02-15,9889.42,749.99,59.8,0.42,10507.86,-9679.2,9154.91,7830.61,9809.3
2020-02-14,10312.12,752.88,67.66,0.43,10566.64,-9614.57,9265.12,7927.93,9773.37
2020-02-13,10214.38,738.77,68.6,0.4,10562.07,-9517.36,9355.53,8017.59,9719.83
2020-02-12,10326.05,728.21,71.03,0.4,10523.49,-9428.91,9447.96,8108.12,9659.98
2020-02-11,10208.24,702.24,74.82,0.47,10432.91,-9332.94,9520.37,8190.48,9595.48
2020-02-10,9856.61,645.84,73.62,0.47,10311.84,-9256.57,9552.39,8255.82,9508.92
2020-02-09,10116.67,615.03,84.1,0.47,10240.12,-9201.03,9606.13,8328.79,9424.94
2020-02-08,9865.12,563.82,79.63,0.46,10099.14,-9128.08,9630.8,8389.04,9308.35
2020-02-07,9795.94,511.75,79.37,0.46,9993.13,-9070.14,9646.52,8444.21,9213.7
2020-02-06,9729.8,459.85,70.45,0.48,9885.83,-9027.48,9654.45,8494.63,9121.08
2020-02-05,9613.42,404.67,67.6,0.48,9780.04,-8987.44,9650.55,8538.5,9051.15
2020-02-04,9180.96,322.32,61.75,0.51,9685.95,-8942.96,9605.82,8563.69,8993.31
2020-02-03,9293.52,263.11,63.75,0.51,9660.82,-8924.26,9576.08,8592.32,8958.42
2020-02-02,9344.37,217.78,58.62,0.5,9617.56,-8900.98,9554.01,8621.81,8919.27
2020-02-01,9392.88,183.65,60.28,0.5,9600.91,-8840.97,9538.67,8652.05,8892.5
2020-01-31,9350.53,151.44,62.57,0.52,9546.94,-8780.95,9520.75,8679.44,8861.58
2020-01-30,9508.99,137.12,65.11,0.54,9500.57,-8715.3,9519.63,8711.97,8819.8
2020-01-29,9316.63,108.99,61.1,0.53,9375.12,-8648.18,9500.3,8735.68,8773.0
2020-01-28,9358.59,89.06,71.83,0.53,9309.21,-8576.3,9486.8,8760.11,8740.41
2020-01-27,8909.82,36.62,65.13,0.54,9177.94,-8512.36,9431.85,8765.98,8659.45
2020-01-26,8596.83,-29.84,62.62,0.52,9130.4,-8475.05,9352.32,8759.35,8611.63
2020-01-25,8367.85,-99.84,54.49,0.51,9157.57,-8433.67,9258.56,8743.99,8574.34
2020-01-24,8445.43,-147.35,61.96,0.5,9242.31,-8385.85,9181.12,8732.29,8560.92
2020-01-23,8406.52,-186.01,55.97,0.5,9294.17,-8334.11,9107.35,8719.51,8523.16
2020-01-22,8680.88,-192.28,60.88,0.5,9336.85,-8281.03,9066.74,8718.0,8501.38
2020-01-21,8745.89,-189.82,68.31,0.49,9381.25,-8196.26,9036.18,8719.09,8466.91
2020-01-20,8657.64,-192.77,71.05,0.49,9353.61,-8118.97,9000.13,8716.68,8401.79
2020-01-19,8706.25,-189.01,71.88,0.51,9318.94,-8045.77,8972.14,8716.27,8318.71
2020-01-18,8942.81,-165.04,79.28,0.51,9250.8,-7975.11,8969.35,8725.15,8232.33
2020-01-17,8929.04,-145.47,81.69,0.5,9111.61,-7899.1,8965.51,8733.15,8125.8
2020-01-16,8723.79,-144.86,74.54,0.5,8954.61,-7818.55,8942.49,8732.78,7996.23
2020-01-15,8807.01,-136.09,76.78,0.58,8821.69,-7746.86,8929.58,8735.69,7894.66
2020-01-14,8827.76,-126.01,75.28,0.6,8641.64,-7668.46,8919.89,8739.3,7787.1
2020-01-13,8144.19,-171.21,64.15,0.62,8410.17,-7590.83,8846.01,8715.97,7684.78
2020-01-12,8192.49,-200.82,67.04,0.56,8333.91,-7549.75,8783.77,8695.44,7636.68
2020-01-11,8037.54,-234.09,64.92,0.56,8234.88,-7507.9,8712.7,8669.64,7578.38
2020-01-10,8166.55,-247.19,69.73,0.56,8164.64,-7481.6,8660.69,8649.91,7528.55
2020-01-09,7879.07,-277.58,63.69,0.56,8045.62,-7432.84,8586.25,8619.68,7466.71
2020-01-08,8079.86,-282.2,68.9,0.55,7981.75,-7399.82,8538.02,8598.51,7426.45
2020-01-07,8163.69,-275.92,71.4,0.54,7847.25,-7355.97,8502.37,8581.46,7375.96
2020-01-06,7769.22,-299.33,58.3,0.55,7623.15,-7311.63,8432.55,8549.61,7322.09
2020-01-05,7411.32,-342.8,56.66,0.52,7621.76,-7255.19,8335.29,8504.97,7304.91
2020-01-04,7410.66,-373.01,55.84,0.49,7616.93,-7231.25,8247.23,8462.05,7290.24
2020-01-03,7344.88,-397.67,55.12,0.5,7595.94,-7218.33,8161.29,8418.24,7277.45
2020-01-02,6985.47,-441.14,38.69,0.5,7582.22,-7207.32,8049.31,8362.06,7267.98
2020-01-01,7200.17,-453.03,65.85,0.47,7582.31,-7221.53,7968.44,8316.49,7287.4
2019-12-31,7193.6,-457.72,56.15,0.46,7584.43,-7223.68,7894.64,8272.46,7250.09
2019-12-30,7293.0,-448.24,53.0,0.46,7585.36,-7224.87,7837.34,8234.05,7232.68
2019-12-29,7422.65,-425.36,57.36,0.46,7584.09,-7224.13,7797.85,8202.23,7223.3
2019-12-28,7317.99,-410.94,51.19,0.47,7580.6,-7223.04,7752.15,8167.55,7203.44
2019-12-27,7290.09,-397.19,51.2,0.49,7622.44,-7235.36,7708.14,8133.14,7200.22
2019-12-26,7238.97,-385.96,50.45,0.49,7661.14,-7248.67,7663.46,8098.08,7197.09
2019-12-25,7275.16,-369.88,49.84,0.51,7697.49,-7264.07,7626.48,8065.8,7195.65
2019-12-24,7322.53,-349.29,48.15,0.51,7713.93,-7272.72,7597.53,8036.66,7195.85
2019-12-23,7355.63,-326.53,45.26,0.51,7709.85,-7269.2,7574.49,8009.95,7201.07
2019-12-22,7511.59,-292.54,49.54,0.54,7706.9,-7267.43,7568.5,7990.41,7214.99
2019-12-21,7191.16,-288.14,40.36,0.54,7683.19,-7257.95,7532.56,7959.06,7217.96
2019-12-20,7218.82,-279.2,44.08,0.54,7699.89,-7269.6,7502.68,7930.03,7241.69
2019-12-19,7202.84,-270.29,48.7,0.56,7736.87,-7287.14,7474.13,7901.52,7256.98
2019-12-18,7276.8,-254.33,50.13,0.57,7809.84,-7315.06,7455.33,7877.02,7260.26
2019-12-17,6640.52,-289.68,26.35,0.57,7823.12,-7324.38,7377.73,7828.53,7263.15
2019-12-16,6932.48,-290.79,30.33,0.46,7757.49,-7368.94,7335.33,7793.39,7308.59
2019-12-15,7152.3,-270.81,32.76,0.44,7722.02,-7383.23,7317.9,7768.25,7341.37
2019-12-14,7124.67,-254.27,26.48,0.43,7722.61,-7382.92,7299.49,7743.01,7369.19
2019-12-13,7269.68,-226.85,43.71,0.44,7732.51,-7379.08,7296.65,7724.45,7411.63
2019-12-12,7243.13,-204.89,40.83,0.44,7735.19,-7385.49,7291.56,7705.57,7424.53
2019-12-11,7217.43,-187.41,49.85,0.43,7734.08,-7388.16,7284.5,7686.43,7443.76
2019-12-10,7278.12,-166.74,53.28,0.44,7763.35,-7409.43,7283.89,7670.42,7443.83
2019-12-09,7400.9,-138.84,59.21,0.45,7889.71,-7446.89,7295.03,7659.85,7435.03
2019-12-08,7564.35,-102.37,54.13,0.46,8044.09,-7487.15,7320.68,7656.1,7411.49
2019-12-07,7556.24,-73.27,56.15,0.46,8191.77,-7524.4,7343.12,7652.19,7400.39
2019-12-06,7547.0,-50.38,48.21,0.48,8392.72,-7575.48,7362.53,7648.06,7383.08
2019-12-05,7448.31,-39.74,39.76,0.48,8551.6,-7625.67,7370.7,7640.23,7389.46
2019-12-04,7252.03,-46.61,32.4,0.48,8676.48,-7677.85,7359.4,7625.0,7428.06
2019-12-03,7320.15,-46.03,32.05,0.46,8827.79,-7750.66,7355.66,7613.05,7491.67
2019-12-02,7321.99,-44.9,29.14,0.47,8979.78,-7825.06,7352.46,7601.64,7557.61
2019-12-01,7424.29,-35.34,30.77,0.47,9109.37,-7899.75,7359.3,7594.68,7641.34
2019-11-30,7569.63,-15.86,33.7,0.47,9212.17,-7966.42,7379.33,7593.7,7716.44
2019-11-29,7761.24,14.87,34.11,0.47,9361.78,-8040.72,7415.7,7600.27,7777.93
2019-11-28,7463.11,15.0,24.92,0.47,9450.85,-8093.33,7420.22,7594.89,7841.06
2019-11-27,7531.66,20.39,26.23,0.44,9519.42,-8160.42,7430.83,7592.41,7930.73
2019-11-26,7218.37,-0.6,17.72,0.45,9657.89,-8247.22,7410.6,7577.74,8016.33
2019-11-25,7146.13,-22.81,13.48,0.43,9761.44,-8354.34,7385.41,7560.82,8118.96
2019-11-24,7047.92,-47.78,17.6,0.45,9815.98,-8464.16,7353.27,7540.7,8246.26
2019-11-23,7397.8,-38.89,20.92,0.51,9821.61,-8582.4,7357.51,7535.1,8363.97
2019-11-22,7296.58,-39.56,14.16,0.71,9812.01,-8674.28,7351.71,7525.74,8457.77
2019-11-21,7642.75,-12.02,15.55,0.71,9745.54,-8775.68,7379.42,7530.33,8589.17
2019-11-20,8027.27,40.37,19.16,0.74,9688.73,-8856.6,7441.12,7549.82,8703.71
2019-11-19,8206.15,95.23,20.24,0.72,9662.18,-8915.22,7513.98,7575.56,8791.4
2019-11-18,8309.29,145.35,27.74,0.72,9642.95,-8965.19,7589.73,7604.33,8871.83
2019-11-17,8577.98,204.4,30.7,0.72,9654.08,-9021.11,7683.85,7642.52,8933.56
2019-11-16,8550.76,246.16,32.07,0.71,9660.08,-9055.02,7766.41,7678.13,8983.35
2019-11-15,8491.99,271.38,31.74,0.72,9700.01,-9105.07,7835.51,7710.05,9030.7
2019-11-14,8708.1,305.29,35.68,0.72,9665.19,-9142.72,7918.62,7749.19,9077.88
2019-11-13,8808.26,336.37,33.5,0.71,9671.48,-9140.35,8003.34,7790.72,9111.05
2019-11-12,8815.66,357.48,39.35,0.72,9975.53,-9074.61,8080.71,7830.91,9152.35
2019-11-11,8757.79,365.32,32.26,0.72,10146.24,-9009.56,8145.19,7867.26,9181.71
2019-11-10,9055.53,391.06,46.3,0.72,10182.41,-8975.58,8231.89,7913.86,9234.64
2019-11-09,8813.58,387.46,52.92,0.71,10184.36,-8934.99,8287.29,7949.14,9247.27
2019-11-08,8804.88,379.54,66.68,0.71,10194.26,-8905.42,8336.58,7982.7,9237.08
2019-11-07,9267.56,405.91,76.01,0.71,10216.99,-8864.6,8425.25,8033.09,9149.65
2019-11-06,9360.88,429.39,66.81,0.7,10194.31,-8799.88,8514.36,8085.16,9032.79
2019-11-05,9342.53,441.43,63.77,0.7,10138.29,-8737.03,8593.23,8134.47,8947.28
2019-11-04,9412.61,451.43,65.32,0.71,10075.41,-8672.28,8671.27,8184.59,8874.03
2019-11-03,9235.35,439.97,65.58,0.71,9984.48,-8611.92,8724.99,8225.8,8794.66
2019-11-02,9324.72,433.11,67.37,0.71,9912.82,-8568.89,8782.11,8268.89,8711.54
2019-11-01,9261.1,417.73,64.63,0.71,9818.02,-8518.7,8827.72,8307.8,8621.44
2019-10-31,9199.58,396.01,64.53,0.71,9725.54,-8472.48,8863.14,8342.77,8544.29
2019-10-30,9205.73,374.96,61.9,0.71,9635.04,-8428.59,8895.77,8376.62,8467.49
2019-10-29,9427.69,371.91,63.09,0.71,9550.71,-8397.62,8946.43,8417.83,8400.8
2019-10-28,9256.15,351.6,61.51,0.71,9408.26,-8356.02,8975.92,8450.71,8330.6
2019-10-27,9551.71,355.25,66.8,0.71,9268.47,-8304.66,9030.76,8493.89,8268.25
2019-10-26,9244.97,329.6,64.17,0.7,9003.75,-8239.35,9051.16,8523.34,8187.24
2019-10-25,8660.7,259.14,52.61,0.69,8783.2,-8176.51,9013.97,8528.73,8125.7
2019-10-24,7493.49,107.87,20.87,0.68,8713.29,-8151.05,8869.17,8488.13,8120.75
2019-10-23,7514.67,-10.19,33.4,0.43,8656.12,-8186.67,8740.17,8449.95,8194.23
2019-10-22,8078.2,-57.61,44.72,0.59,8571.2,-8223.94,8677.12,8435.38,8241.84
2019-10-21,8243.72,-80.91,57.2,0.56,8587.67,-8239.68,8635.85,8427.86,8253.0
2019-10-20,8222.08,-99.97,52.28,0.56,8595.72,-8244.66,8596.44,8419.79,8235.96
2019-10-19,7988.56,-132.38,43.82,0.56,8599.81,-8248.25,8538.55,8402.88,8231.26
2019-10-18,7973.21,-157.5,41.73,0.54,8591.11,-8254.03,8484.7,8386.03,8245.75
2019-10-17,8103.91,-164.96,42.05,0.54,8577.91,-8267.67,8448.44,8374.97,8264.87
2019-10-16,8047.53,-173.41,41.42,0.54,8575.78,-8275.06,8410.26,8362.13,8284.14
2019-10-15,8205.37,-165.47,46.99,0.54,8569.51,-8278.64,8390.74,8355.98,8303.86
2019-10-14,8374.69,-143.86,58.09,0.54,8595.67,-8292.72,8389.21,8356.71,8309.76
2019-10-13,8321.01,-129.57,52.07,0.54,8640.21,-8305.01,8382.72,8355.31,8291.73
2019-10-12,8336.56,-115.66,52.42,0.53,9095.5,-8375.43,8378.32,8354.58,8286.72
2019-10-11,8321.76,-104.62,54.78,0.53,9506.81,-8462.12,8372.94,8353.29,8281.07
2019-10-10,8586.47,-73.66,52.48,0.54,9799.07,-8547.02,8393.27,8362.43,8267.55
2019-10-09,8595.74,-47.83,50.08,0.54,10076.97,-8626.77,8412.56,8371.58,8260.92
2019-10-08,8228.78,-56.32,23.75,0.54,10334.95,-8710.31,8395.05,8365.98,8262.58
2019-10-07,8245.62,-60.98,21.82,0.51,10545.42,-8808.78,8380.82,8361.26,8362.61
2019-10-06,7988.16,-84.48,15.81,0.51,10735.92,-8908.56,8343.42,8346.63,8484.27
2019-10-05,8151.5,-88.9,15.86,0.5,10893.78,-9022.99,8325.15,8338.98,8619.7
2019-10-04,8205.94,-87.0,15.7,0.5,11045.56,-9132.81,8313.79,8333.76,8755.05
2019-10-03,8259.99,-80.22,17.84,0.5,11175.63,-9240.41,8308.67,8330.87,8892.41
2019-10-02,8393.04,-63.37,18.56,0.5,11284.62,-9345.44,8316.7,8333.31,9021.63
2019-10-01,8343.28,-53.42,16.94,0.51,11386.72,-9446.29,8319.24,8333.7,9144.84
2019-09-30,8293.87,-48.96,15.45,0.56,11431.86,-9538.05,8316.82,8332.14,9273.74
2019-09-29,8104.19,-60.03,9.09,0.56,11444.64,-9629.15,8296.57,8323.2,9410.67
2019-09-28,8245.92,-56.72,9.61,0.55,11431.52,-9740.69,8291.75,8320.17,9560.92
2019-09-27,8251.85,-53.01,9.8,0.55,11412.87,-9850.46,8287.95,8317.49,9701.9
2019-09-26,8118.97,-60.09,12.57,0.56,11357.53,-9963.73,8271.85,8309.7,9845.78
2019-09-25,8486.99,-35.6,16.75,0.57,11173.46,-10075.45,8292.34,8316.65,9983.08
2019-09-24,8620.57,-5.35,15.73,0.55,11005.2,-10179.87,8323.6,8328.57,10091.68
2019-09-23,9729.32,106.86,26.4,0.56,10684.11,-10278.57,8457.48,8383.5,10205.97
2019-09-22,10070.39,220.76,32.65,0.38,10666.2,-10323.28,8611.09,8449.66,10253.43
2019-09-21,10019.72,303.44,37.63,0.37,10658.72,-10337.1,8745.25,8511.23,10283.22
2019-09-20,10181.64,377.68,36.22,0.38,10714.04,-10324.01,8882.05,8576.73,10305.46
2019-09-19,10266.41,438.3,38.35,0.37,10792.31,-10296.46,9013.89,8643.0,10331.72
2019-09-18,10198.25,475.37,34.06,0.43,10849.25,-10263.05,9126.69,8703.99,10353.59
2019-09-17,10241.27,502.42,46.57,0.43,10904.73,-10228.65,9232.84,8764.27,10381.95
2019-09-16,10276.79,520.72,62.03,0.47,10912.76,-10204.31,9332.26,8823.59,10388.98
2019-09-15,10347.71,534.79,66.38,0.47,10907.4,-10199.74,9428.97,8883.36,10354.39
2019-09-14,10358.05,540.53,67.21,0.48,10909.65,-10200.9,9517.45,8941.19,10306.59
2019-09-13,10360.55,539.08,68.43,0.48,10895.22,-10189.92,9597.75,8996.85,10255.93
2019-09-12,10410.13,535.75,63.44,0.48,10880.66,-10179.89,9675.12,9052.27,10199.24
2019-09-11,10178.37,508.55,49.96,0.56,10880.4,-10179.78,9723.05,9096.43,10155.53
2019-09-10,10115.98,476.46,45.19,0.57,10878.38,-10177.42,9760.47,9136.41,10156.0
2019-09-09,10334.97,463.36,53.33,0.57,10879.14,-10178.52,9815.18,9183.42,10172.99
2019-09-08,10441.28,456.3,55.02,0.57,10945.43,-10199.93,9874.81,9232.74,10159.89
2019-09-07,10517.25,451.63,52.09,0.59,11029.33,-10223.67,9936.0,9283.12,10141.14
2019-09-06,10353.3,429.74,53.37,0.59,11011.2,-10215.1,9975.74,9325.09,10133.85
2019-09-05,10575.53,425.43,57.76,0.59,11002.53,-10209.02,10032.86,9374.12,10119.04
2019-09-04,10594.49,418.71,47.5,0.6,10977.88,-10198.96,10086.35,9421.98,10089.87
2019-09-03,10623.54,410.99,46.19,0.61,10943.5,-10184.82,10137.51,9469.1,10101.12
2019-09-02,10346.76,378.18,50.6,0.67,10887.91,-10156.22,10157.44,9503.52,10120.62
2019-09-01,9757.97,301.2,43.11,0.66,10983.5,-10183.68,10119.4,9513.5,10120.56
2019-08-31,9630.66,227.29,39.02,0.63,11201.07,-10264.91,10072.85,9518.09,10152.14
2019-08-30,9598.17,164.21,39.64,0.63,11402.4,-10359.56,10027.64,9521.23,10201.72
2019-08-29,9510.2,105.9,42.2,0.64,11515.63,-10447.35,9978.36,9520.8,10249.28
2019-08-28,9754.42,78.49,36.04,0.67,11713.87,-10564.99,9957.03,9529.96,10285.38
2019-08-27,10185.5,90.5,35.73,0.66,11917.99,-10675.58,9978.79,9555.67,10361.48
2019-08-26,10370.82,113.67,36.5,0.64,12104.37,-10763.41,10016.13,9587.63,10441.28
2019-08-25,10138.52,111.99,35.24,0.64,12182.73,-10818.78,10027.78,9609.24,10518.13
2019-08-24,10159.96,111.12,31.4,0.65,12294.51,-10902.13,10040.37,9630.83,10599.17
2019-08-23,10407.97,128.94,32.87,0.65,12290.54,-10942.64,10075.38,9661.31,10712.7
2019-08-22,10131.06,119.35,28.5,0.65,12289.2,-10963.33,10080.68,9679.73,10816.6
2019-08-21,10138.05,111.04,35.29,0.64,12268.08,-10982.69,10086.15,9697.71,10937.32
2019-08-20,10763.23,153.13,37.98,0.66,12249.92,-10995.77,10150.63,9739.49,11026.66
2019-08-19,10916.05,196.55,49.9,0.63,12277.58,-10961.89,10223.53,9785.63,11096.16
2019-08-18,10345.81,182.84,44.97,0.63,12345.19,-10896.46,10235.17,9807.6,11099.77
2019-08-17,10231.74,160.92,46.92,0.61,12413.06,-10855.12,10234.85,9824.23,11131.5
2019-08-16,10374.34,153.29,49.79,0.61,12463.59,-10821.18,10248.13,9845.8,11150.59
2019-08-15,10311.55,140.55,52.43,0.69,12516.18,-10776.35,10254.17,9864.07,11152.28
2019-08-14,10051.7,108.24,53.56,0.7,12529.76,-10754.28,10234.89,9871.43,11137.22
2019-08-13,10895.83,149.03,64.72,0.85,12535.47,-10747.29,10297.84,9911.6,11107.6
2019-08-12,11382.62,218.12,72.35,0.83,12527.43,-10693.1,10401.15,9969.29,11015.82
2019-08-11,11523.58,281.01,75.7,0.9,12455.78,-10619.0,10508.05,10030.24,10893.84
2019-08-10,11354.02,313.56,66.97,0.9,12349.62,-10559.98,10588.62,10082.15,10757.44
2019-08-09,11862.94,376.08,75.86,0.91,12272.78,-10522.23,10709.98,10151.99,10658.53
2019-08-08,11966.41,429.03,78.77,0.93,12106.34,-10467.44,10829.64,10223.14,10528.46
2019-08-07,11941.97,463.68,77.01,0.94,11876.23,-10395.66,10935.58,10290.55,10384.82
2019-08-06,11478.17,448.55,64.55,0.94,11630.74,-10331.89,10987.25,10337.12,10248.74
2019-08-05,11805.65,457.7,66.81,0.96,11452.05,-10242.67,11065.19,10394.71,10173.07
2019-08-04,10970.18,393.01,53.5,0.96,11133.48,-10126.27,11056.15,10417.28,10092.64
2019-08-03,10821.73,326.0,54.97,0.93,11116.96,-10122.51,11033.82,10433.14,10079.1
2019-08-02,10518.17,245.57,47.66,0.93,11035.7,-10094.23,10984.71,10436.47,10059.7
2019-08-01,10399.67,170.31,59.49,0.95,11231.22,-10137.94,10928.99,10435.03,10069.59
2019-07-31,10085.63,84.35,58.57,1.02,11532.59,-10208.76,10848.67,10421.33,10022.53
2019-07-30,9607.42,-22.11,36.29,1.02,11690.39,-10272.41,10730.46,10389.41,9982.0
2019-07-29,9519.15,-112.3,42.91,1.0,12011.23,-10399.86,10615.1,10355.28,10067.84
2019-07-28,9552.86,-179.0,35.5,1.05,12377.41,-10552.59,10513.93,10323.81,10116.97
2019-07-27,9477.68,-235.21,32.32,1.06,12605.87,-10689.25,10415.24,10290.63,10239.6
2019-07-26,9870.3,-245.26,38.93,1.13,12644.13,-10787.91,10363.34,10274.15,10395.49
2019-07-25,9911.84,-247.01,35.08,1.23,12667.74,-10854.82,10320.34,10259.94,10494.72
2019-07-24,9811.93,-253.55,32.28,1.29,12666.2,-10908.15,10271.92,10242.37,10644.36
2019-07-23,9900.77,-248.69,34.95,1.32,12662.63,-10978.33,10236.57,10228.97,10828.49
2019-07-22,10343.11,-206.76,43.3,1.32,12740.01,-11081.35,10246.72,10233.45,10987.5
2019-07-21,10599.11,-151.14,46.29,1.31,12732.36,-11104.28,10280.28,10247.79,11061.35
2019-07-20,10767.14,-92.43,48.86,1.32,12732.62,-11103.48,10326.65,10268.16,11101.98
2019-07-19,10530.73,-64.24,45.89,1.34,12733.1,-11105.98,10346.08,10278.45,11116.06
2019-07-18,10666.48,-30.59,43.32,1.34,12823.53,-11177.41,10376.6,10293.67,11161.71
2019-07-17,9693.8,-81.47,44.11,1.34,12979.48,-11264.46,10311.57,10270.15,11248.03
2019-07-16,9477.64,-137.65,43.51,1.3,12888.1,-11338.91,10232.15,10239.07,11321.89
2019-07-15,10895.09,-67.02,50.78,1.3,12975.69,-11515.84,10295.29,10264.79,11395.59
2019-07-14,10256.06,-61.9,39.65,1.2,12995.04,-11560.63,10291.55,10264.45,11390.39
2019-07-13,11392.38,33.46,43.38,1.19,12923.82,-11598.38,10396.39,10308.68,11503.95
2019-07-12,11815.99,141.59,53.84,1.13,12935.74,-11571.53,10531.59,10367.79,11571.61
2019-07-11,11358.66,188.21,41.5,1.11,12928.15,-11515.81,10610.36,10406.65,11529.4
2019-07-10,12156.51,286.23,51.59,1.11,12994.54,-11455.11,10757.61,10475.27,11639.9
2019-07-09,12573.81,393.06,57.29,1.08,13048.76,-11323.64,10930.58,10557.57,11615.53
2019-07-08,12285.96,449.32,56.94,1.07,13007.19,-11158.63,11059.67,10625.35,11511.35
2019-07-07,11450.85,421.65,53.82,1.08,12985.79,-10998.42,11096.92,10657.72,11415.98
2019-07-06,11208.55,375.84,55.22,1.06,13001.77,-10891.89,11107.55,10679.32,11366.03
2019-07-05,10978.46,317.32,56.67,1.07,13047.64,-10781.19,11095.26,10691.05,11295.1
2019-07-04,11215.44,286.75,58.72,1.07,13098.03,-10674.19,11106.7,10711.62,11198.35
2019-07-03,11961.27,319.03,64.43,1.06,13111.71,-10548.11,11188.09,10760.62,11068.89
2019-07-02,10801.68,248.18,58.06,1.06,13032.83,-10361.59,11151.29,10762.23,10876.92
2019-07-01,10583.13,172.41,58.36,1.04,13066.77,-10228.8,11097.18,10755.21,10778.16
2019-06-30,10817.16,129.75,60.07,1.04,13107.37,-10096.03,11070.51,10757.64,10672.25
2019-06-29,11959.37,185.97,69.37,1.03,13085.65,-9955.18,11155.16,10804.77,10540.34
2019-06-28,12407.33,263.63,75.38,0.96,12879.16,-9741.62,11274.42,10867.61,10322.63
2019-06-27,11182.81,223.78,69.78,0.96,12487.47,-9518.96,11265.69,10879.97,10044.21
2019-06-26,13016.23,336.27,95.78,0.9,12291.79,-9362.02,11432.41,10963.75,9841.74
2019-06-25,11790.92,322.83,93.04,0.7,11549.27,-9102.31,11466.56,10996.19,9502.51
2019-06-24,11011.1,246.41,92.14,0.63,11058.99,-8903.97,11423.18,10996.77,9249.8
2019-06-23,10855.37,171.3,85.81,0.64,10712.57,-8738.81,11369.1,10991.23,9028.27
2019-06-22,10701.69,98.25,83.47,0.64,10320.54,-8606.49,11305.54,10979.87,8834.85
2019-06-21,10144.56,-4.55,81.99,0.64,9914.73,-8508.55,11194.97,10947.11,8657.67
2019-06-20,9527.16,-134.29,78.14,0.62,9607.75,-8429.52,11036.13,10891.43,8502.83
2019-06-19,9273.52,-254.64,77.07,0.61,9444.64,-8381.89,10868.26,10827.98,8389.3
2019-06-18,9081.76,-361.33,63.22,0.6,9310.56,-8334.19,10698.12,10759.5,8284.92
2019-06-17,9320.35,-421.77,58.52,0.61,9238.31,-8313.07,10566.9,10703.07,8226.74
